Wellbore name;NPDCode;Year;Month;On Stream;Oil;Gas;Water;GI;WI
;;;;hrs;Sm3;Sm3;Sm3;Sm3;Sm3
15/9-F-5;5769;2009;4;532;NULL;NULL;NULL;NULL;104819
15/9-F-5;5769;2009;5;707;NULL;NULL;NULL;NULL;232335
15/9-F-5;5769;2009;6;691;NULL;NULL;NULL;NULL;133204
15/9-F-5;5769;2009;7;735;NULL;NULL;NULL;NULL;205447
15/9-F-5;5769;2009;8;704;NULL;NULL;NULL;NULL;198474
15/9-F-5;5769;2009;9;509;NULL;NULL;NULL;NULL;171773
15/9-F-5;5769;2009;10;682;NULL;NULL;NULL;NULL;200847
15/9-F-5;5769;2009;11;706;NULL;NULL;NULL;NULL;208934
15/9-F-5;5769;2009;12;738;NULL;NULL;NULL;NULL;225455
15/9-F-5;5769;2010;1;736;NULL;NULL;NULL;NULL;251555
15/9-F-5;5769;2010;2;595;NULL;NULL;NULL;NULL;199239
15/9-F-5;5769;2010;3;571;NULL;NULL;NULL;NULL;159955
15/9-F-5;5769;2010;4;449;NULL;NULL;NULL;NULL;143182
15/9-F-5;5769;2010;5;744;NULL;NULL;NULL;NULL;252212
15/9-F-5;5769;2010;6;717;NULL;NULL;NULL;NULL;217996
15/9-F-5;5769;2010;7;743;NULL;NULL;NULL;NULL;213817
15/9-F-5;5769;2010;8;447;NULL;NULL;NULL;NULL;120306
15/9-F-5;5769;2010;9;695;NULL;NULL;NULL;NULL;163185
15/9-F-5;5769;2010;10;718;NULL;NULL;NULL;NULL;200667
15/9-F-5;5769;2010;11;704;NULL;NULL;NULL;NULL;188436
15/9-F-5;5769;2010;12;733;NULL;NULL;NULL;NULL;193373
15/9-F-5;5769;2011;1;744;NULL;NULL;NULL;NULL;189041
15/9-F-5;5769;2011;2;533;NULL;NULL;NULL;NULL;139467
15/9-F-5;5769;2011;3;728;NULL;NULL;NULL;NULL;184592
15/9-F-5;5769;2011;4;701;NULL;NULL;NULL;NULL;188899
15/9-F-5;5769;2011;5;737;NULL;NULL;NULL;NULL;191438
15/9-F-5;5769;2011;6;462;NULL;NULL;NULL;NULL;115811
15/9-F-5;5769;2011;7;243;NULL;NULL;NULL;NULL;60235
15/9-F-5;5769;2011;8;644;NULL;NULL;NULL;NULL;161569
15/9-F-5;5769;2011;9;689;NULL;NULL;NULL;NULL;185636
15/9-F-5;5769;2011;10;329;NULL;NULL;NULL;NULL;86121
15/9-F-5;5769;2011;11;475;NULL;NULL;NULL;NULL;111727
15/9-F-5;5769;2011;12;439;NULL;NULL;NULL;NULL;106760
15/9-F-5;5769;2012;1;424;NULL;NULL;NULL;NULL;96145
15/9-F-5;5769;2012;2;691;NULL;NULL;NULL;NULL;144177
15/9-F-5;5769;2012;3;737;NULL;NULL;NULL;NULL;144901
15/9-F-5;5769;2012;4;720;NULL;NULL;NULL;NULL;152914
15/9-F-5;5769;2012;5;732;NULL;NULL;NULL;NULL;157759
15/9-F-5;5769;2012;6;711;NULL;NULL;NULL;NULL;147175
15/9-F-5;5769;2012;7;740;NULL;NULL;NULL;NULL;155142
15/9-F-5;5769;2012;8;309;NULL;NULL;NULL;NULL;65974
15/9-F-5;5769;2012;9;37;NULL;NULL;NULL;NULL;8067
15/9-F-5;5769;2012;10;538;NULL;NULL;NULL;NULL;118485
15/9-F-5;5769;2012;11;720;NULL;NULL;NULL;NULL;168630
15/9-F-5;5769;2012;12;698;NULL;NULL;NULL;NULL;154926
15/9-F-5;5769;2013;1;732;NULL;NULL;NULL;NULL;159940
15/9-F-5;5769;2013;2;672;NULL;NULL;NULL;NULL;147798
15/9-F-5;5769;2013;3;400;NULL;NULL;NULL;NULL;85998
15/9-F-5;5769;2013;4;561;NULL;NULL;NULL;NULL;121657
15/9-F-5;5769;2013;5;681;NULL;NULL;NULL;NULL;170935
15/9-F-5;5769;2013;6;573;NULL;NULL;NULL;NULL;138629
15/9-F-5;5769;2013;7;654;NULL;NULL;NULL;NULL;131249
15/9-F-5;5769;2013;8;687;NULL;NULL;NULL;NULL;185792
15/9-F-5;5769;2013;9;609;NULL;NULL;NULL;NULL;141323
15/9-F-5;5769;2013;10;654;NULL;NULL;NULL;NULL;167622
15/9-F-5;5769;2013;11;682;NULL;NULL;NULL;NULL;167983
15/9-F-5;5769;2013;12;676;NULL;NULL;NULL;NULL;169674
15/9-F-5;5769;2014;1;661;NULL;NULL;NULL;NULL;139162
15/9-F-5;5769;2014;2;581;NULL;NULL;NULL;NULL;139875
15/9-F-5;5769;2014;3;691;NULL;NULL;NULL;NULL;168354
15/9-F-5;5769;2014;4;708;NULL;NULL;NULL;NULL;170366
15/9-F-5;5769;2014;5;606;NULL;NULL;NULL;NULL;155444
15/9-F-5;5769;2014;6;699;NULL;NULL;NULL;NULL;170548
15/9-F-5;5769;2014;7;742;NULL;NULL;NULL;NULL;149634
15/9-F-5;5769;2014;8;606;NULL;NULL;NULL;NULL;122110
15/9-F-5;5769;2014;9;691;NULL;NULL;NULL;NULL;160662
15/9-F-5;5769;2014;10;742;NULL;NULL;NULL;NULL;166833
15/9-F-5;5769;2014;11;661;NULL;NULL;NULL;NULL;146407
15/9-F-5;5769;2014;12;394;NULL;NULL;NULL;NULL;95714
15/9-F-5;5769;2015;1;703;NULL;NULL;NULL;NULL;116852
15/9-F-5;5769;2015;2;584;NULL;NULL;NULL;NULL;122958
15/9-F-5;5769;2015;3;744;NULL;NULL;NULL;NULL;127804
15/9-F-5;5769;2015;4;708;NULL;NULL;NULL;NULL;146997
15/9-F-5;5769;2015;5;744;NULL;NULL;NULL;NULL;135254
15/9-F-5;5769;2015;6;717;NULL;NULL;NULL;NULL;146026
15/9-F-5;5769;2015;7;740;NULL;NULL;NULL;NULL;117660
15/9-F-5;5769;2015;8;606;NULL;NULL;NULL;NULL;113141
15/9-F-5;5769;2015;9;712;NULL;NULL;NULL;NULL;128261
15/9-F-5;5769;2015;10;724;NULL;NULL;NULL;NULL;134375
15/9-F-5;5769;2015;11;643;NULL;NULL;NULL;NULL;134603
15/9-F-5;5769;2015;12;739;NULL;NULL;NULL;NULL;145383
15/9-F-5;5769;2016;1;721;NULL;NULL;NULL;NULL;148395
15/9-F-5;5769;2016;2;691;NULL;NULL;NULL;NULL;164189
15/9-F-5;5769;2016;3;743;NULL;NULL;NULL;NULL;139811
15/9-F-5;5769;2016;4;345;3401;538639;2381;NULL;20227
15/9-F-5;5769;2016;5;732;9724;1534677;3950;NULL;0
15/9-F-5;5769;2016;6;718;9121;1468557;2377;NULL;NULL
15/9-F-5;5769;2016;7;669;9985;1602674;2454;NULL;0
15/9-F-5;5769;2016;8;608;8929;1417279;2372;NULL;0
15/9-F-5;5769;2016;9;0;0;0;0;NULL;0
